gb|AAKM01001413	AAKM01001413
gb|AAKM01002761	AAKM01002761
gb|AAKM01002764	AAKM01002764
gb|AAKM01002763	AAKM01002763
gb|AAKM01002766	AAKM01002766
gb|AAKM01002765	AAKM01002765
gb|AAKM01002768	AAKM01002768
gb|AAKM01002767	AAKM01002767
gb|AAKM01002380	AAKM01002380
gb|AAKM01002382	AAKM01002382
gb|AAKM01002381	AAKM01002381
gb|AAKM01001655	AAKM01001655
gb|AAKM01002372	AAKM01002372
gb|AAKM01001654	AAKM01001654
gb|AAKM01002373	AAKM01002373
gb|AAKM01001657	AAKM01001657
gb|AAKM01002374	AAKM01002374
gb|AAKM01001656	AAKM01001656
gb|AAKM01002375	AAKM01002375
gb|AAKM01001659	AAKM01001659
gb|AAKM01002376	AAKM01002376
gb|AAKM01001658	AAKM01001658
gb|AAKM01002377	AAKM01002377
gb|AAKM01002378	AAKM01002378
gb|AAKM01002379	AAKM01002379
gb|AAKM01001651	AAKM01001651
gb|AAKM01001650	AAKM01001650
gb|AAKM01001653	AAKM01001653
gb|AAKM01001652	AAKM01001652
gb|AAKM01002371	AAKM01002371
gb|AAKM01002370	AAKM01002370
gb|AAKM01001668	AAKM01001668
gb|AAKM01002363	AAKM01002363
gb|AAKM01001667	AAKM01001667
gb|AAKM01002364	AAKM01002364
gb|AAKM01001666	AAKM01001666
gb|AAKM01002361	AAKM01002361
gb|AAKM01001665	AAKM01001665
gb|AAKM01002362	AAKM01002362
gb|AAKM01002367	AAKM01002367
gb|AAKM01002368	AAKM01002368
gb|AAKM01002365	AAKM01002365
gb|AAKM01001669	AAKM01001669
gb|AAKM01002366	AAKM01002366
gb|AAKM01001660	AAKM01001660
gb|AAKM01002369	AAKM01002369
gb|AAKM01001664	AAKM01001664
gb|AAKM01001663	AAKM01001663
gb|AAKM01001662	AAKM01001662
gb|AAKM01001661	AAKM01001661
gb|AAKM01001637	AAKM01001637
gb|AAKM01002398	AAKM01002398
gb|AAKM01001636	AAKM01001636
gb|AAKM01002399	AAKM01002399
gb|AAKM01001639	AAKM01001639
gb|AAKM01001638	AAKM01001638
gb|AAKM01001633	AAKM01001633
gb|AAKM01002394	AAKM01002394
gb|AAKM01001632	AAKM01001632
gb|AAKM01002395	AAKM01002395
gb|AAKM01001635	AAKM01001635
gb|AAKM01002396	AAKM01002396
gb|AAKM01001634	AAKM01001634
gb|AAKM01002397	AAKM01002397
gb|AAKM01001631	AAKM01001631
gb|AAKM01001630	AAKM01001630
gb|AAKM01002393	AAKM01002393
gb|AAKM01002392	AAKM01002392
gb|AAKM01002391	AAKM01002391
gb|AAKM01002390	AAKM01002390
gb|AAKM01002389	AAKM01002389
gb|AAKM01001649	AAKM01001649
gb|AAKM01001648	AAKM01001648
gb|AAKM01002387	AAKM01002387
gb|AAKM01001647	AAKM01001647
gb|AAKM01002388	AAKM01002388
gb|AAKM01001646	AAKM01001646
gb|AAKM01002385	AAKM01002385
gb|AAKM01001645	AAKM01001645
gb|AAKM01002386	AAKM01002386
gb|AAKM01001644	AAKM01001644
gb|AAKM01002383	AAKM01002383
gb|AAKM01001643	AAKM01001643
gb|AAKM01002384	AAKM01002384
gb|AAKM01001642	AAKM01001642
gb|AAKM01001641	AAKM01001641
gb|AAKM01001640	AAKM01001640
gb|AAKM01002339	AAKM01002339
gb|AAKM01002338	AAKM01002338
gb|AAKM01002337	AAKM01002337
gb|AAKM01002336	AAKM01002336
gb|AAKM01002331	AAKM01002331
gb|AAKM01002330	AAKM01002330
gb|AAKM01002335	AAKM01002335
gb|AAKM01002334	AAKM01002334
gb|AAKM01002333	AAKM01002333
gb|AAKM01002332	AAKM01002332
gb|AAKM01002326	AAKM01002326
gb|AAKM01002325	AAKM01002325
gb|AAKM01002328	AAKM01002328
gb|AAKM01002327	AAKM01002327
gb|AAKM01002329	AAKM01002329
gb|AAKM01002320	AAKM01002320
gb|AAKM01002322	AAKM01002322
gb|AAKM01002321	AAKM01002321
gb|AAKM01002324	AAKM01002324
gb|AAKM01002323	AAKM01002323
gb|AAKM01002359	AAKM01002359
gb|AAKM01002358	AAKM01002358
gb|AAKM01002357	AAKM01002357
gb|AAKM01002356	AAKM01002356
gb|AAKM01002355	AAKM01002355
gb|AAKM01002354	AAKM01002354
gb|AAKM01002353	AAKM01002353
gb|AAKM01002352	AAKM01002352
gb|AAKM01002351	AAKM01002351
gb|AAKM01002350	AAKM01002350
gb|AAKM01002360	AAKM01002360
gb|AAKM01002348	AAKM01002348
gb|AAKM01002347	AAKM01002347
gb|AAKM01002349	AAKM01002349
gb|AAKM01002344	AAKM01002344
gb|AAKM01002343	AAKM01002343
gb|AAKM01002346	AAKM01002346
gb|AAKM01002345	AAKM01002345
gb|AAKM01002340	AAKM01002340
gb|AAKM01002342	AAKM01002342
gb|AAKM01002341	AAKM01002341
gb|AAKM01000467	AAKM01000467
gb|AAKM01000466	AAKM01000466
gb|AAKM01000469	AAKM01000469
gb|AAKM01000468	AAKM01000468
gb|AAKM01000461	AAKM01000461
gb|AAKM01000460	AAKM01000460
gb|AAKM01000463	AAKM01000463
gb|AAKM01000462	AAKM01000462
gb|AAKM01000465	AAKM01000465
gb|AAKM01000464	AAKM01000464
gb|AAKM01000479	AAKM01000479
gb|AAKM01000478	AAKM01000478
gb|AAKM01000477	AAKM01000477
gb|AAKM01000472	AAKM01000472
gb|AAKM01000471	AAKM01000471
gb|AAKM01000470	AAKM01000470
gb|AAKM01000476	AAKM01000476
gb|AAKM01000475	AAKM01000475
gb|AAKM01000474	AAKM01000474
gb|AAKM01000473	AAKM01000473
gb|AAKM01002312	AAKM01002312
gb|AAKM01002313	AAKM01002313
gb|AAKM01002310	AAKM01002310
gb|AAKM01000490	AAKM01000490
gb|AAKM01002311	AAKM01002311
gb|AAKM01002318	AAKM01002318
gb|AAKM01002319	AAKM01002319
gb|AAKM01002316	AAKM01002316
gb|AAKM01002317	AAKM01002317
gb|AAKM01002314	AAKM01002314
gb|AAKM01002315	AAKM01002315
gb|AAKM01000489	AAKM01000489
gb|AAKM01000488	AAKM01000488
gb|AAKM01000485	AAKM01000485
gb|AAKM01000484	AAKM01000484
gb|AAKM01000487	AAKM01000487
gb|AAKM01000486	AAKM01000486
gb|AAKM01000481	AAKM01000481
gb|AAKM01000480	AAKM01000480
gb|AAKM01000483	AAKM01000483
gb|AAKM01000482	AAKM01000482
gb|AAKM01002300	AAKM01002300
gb|AAKM01002301	AAKM01002301
gb|AAKM01002302	AAKM01002302
gb|AAKM01002307	AAKM01002307
gb|AAKM01002308	AAKM01002308
gb|AAKM01002309	AAKM01002309
gb|AAKM01002303	AAKM01002303
gb|AAKM01002304	AAKM01002304
gb|AAKM01002305	AAKM01002305
gb|AAKM01002306	AAKM01002306
gb|AAKM01000499	AAKM01000499
gb|AAKM01000498	AAKM01000498
gb|AAKM01000497	AAKM01000497
gb|AAKM01000496	AAKM01000496
gb|AAKM01000495	AAKM01000495
gb|AAKM01000494	AAKM01000494
gb|AAKM01000493	AAKM01000493
gb|AAKM01000492	AAKM01000492
gb|AAKM01000491	AAKM01000491
gb|AAKM01000550	AAKM01000550
gb|AAKM01000551	AAKM01000551
gb|AAKM01000552	AAKM01000552
gb|AAKM01000553	AAKM01000553
gb|AAKM01000947	AAKM01000947
gb|AAKM01000948	AAKM01000948
gb|AAKM01000949	AAKM01000949
gb|AAKM01000558	AAKM01000558
gb|AAKM01000559	AAKM01000559
gb|AAKM01000060	AAKM01000060
gb|AAKM01000061	AAKM01000061
gb|AAKM01000554	AAKM01000554
gb|AAKM01000555	AAKM01000555
gb|AAKM01000556	AAKM01000556
gb|AAKM01000557	AAKM01000557
gb|AAKM01000056	AAKM01000056
gb|AAKM01000055	AAKM01000055
gb|AAKM01000058	AAKM01000058
gb|AAKM01000052	AAKM01000052
gb|AAKM01000051	AAKM01000051
gb|AAKM01000054	AAKM01000054
gb|AAKM01000944	AAKM01000944
gb|AAKM01000943	AAKM01000943
gb|AAKM01000946	AAKM01000946
gb|AAKM01000945	AAKM01000945
gb|AAKM01000940	AAKM01000940
gb|AAKM01000059	AAKM01000059
gb|AAKM01000942	AAKM01000942
gb|AAKM01000941	AAKM01000941
gb|AAKM01001101	AAKM01001101
gb|AAKM01000541	AAKM01000541
gb|AAKM01001100	AAKM01001100
gb|AAKM01000542	AAKM01000542
gb|AAKM01001103	AAKM01001103
gb|AAKM01001102	AAKM01001102
gb|AAKM01000540	AAKM01000540
gb|AAKM01000958	AAKM01000958
gb|AAKM01000959	AAKM01000959
gb|AAKM01001109	AAKM01001109
gb|AAKM01000549	AAKM01000549
gb|AAKM01000050	AAKM01000050
gb|AAKM01001108	AAKM01001108
gb|AAKM01000547	AAKM01000547
gb|AAKM01000548	AAKM01000548
gb|AAKM01001105	AAKM01001105
gb|AAKM01000545	AAKM01000545
gb|AAKM01001104	AAKM01001104
gb|AAKM01000546	AAKM01000546
gb|AAKM01001107	AAKM01001107
gb|AAKM01000543	AAKM01000543
gb|AAKM01001106	AAKM01001106
gb|AAKM01000544	AAKM01000544
gb|AAKM01000047	AAKM01000047
gb|AAKM01000046	AAKM01000046
gb|AAKM01000044	AAKM01000044
gb|AAKM01000043	AAKM01000043
gb|AAKM01000042	AAKM01000042
gb|AAKM01000041	AAKM01000041
gb|AAKM01000040	AAKM01000040
gb|AAKM01000957	AAKM01000957
gb|AAKM01000956	AAKM01000956
gb|AAKM01000955	AAKM01000955
gb|AAKM01000954	AAKM01000954
gb|AAKM01000953	AAKM01000953
gb|AAKM01000952	AAKM01000952
gb|AAKM01000049	AAKM01000049
gb|AAKM01000951	AAKM01000951
gb|AAKM01000048	AAKM01000048
gb|AAKM01000950	AAKM01000950
gb|AAKM01000969	AAKM01000969
gb|AAKM01000570	AAKM01000570
gb|AAKM01000571	AAKM01000571
gb|AAKM01000572	AAKM01000572
gb|AAKM01000573	AAKM01000573
gb|AAKM01000574	AAKM01000574
gb|AAKM01000575	AAKM01000575
gb|AAKM01000576	AAKM01000576
gb|AAKM01000577	AAKM01000577
gb|AAKM01000578	AAKM01000578
gb|AAKM01000579	AAKM01000579
gb|AAKM01000032	AAKM01000032
gb|AAKM01000031	AAKM01000031
gb|AAKM01000034	AAKM01000034
gb|AAKM01000033	AAKM01000033
gb|AAKM01000036	AAKM01000036
gb|AAKM01000960	AAKM01000960
gb|AAKM01000035	AAKM01000035
gb|AAKM01000038	AAKM01000038
gb|AAKM01000962	AAKM01000962
gb|AAKM01000961	AAKM01000961
gb|AAKM01000964	AAKM01000964
gb|AAKM01000039	AAKM01000039
gb|AAKM01000963	AAKM01000963
gb|AAKM01000966	AAKM01000966
gb|AAKM01000965	AAKM01000965
gb|AAKM01000968	AAKM01000968
gb|AAKM01000967	AAKM01000967
gb|AAKM01000560	AAKM01000560
gb|AAKM01000563	AAKM01000563
gb|AAKM01000564	AAKM01000564
gb|AAKM01000561	AAKM01000561
gb|AAKM01000562	AAKM01000562
gb|AAKM01000567	AAKM01000567
gb|AAKM01000568	AAKM01000568
gb|AAKM01000565	AAKM01000565
gb|AAKM01000566	AAKM01000566
gb|AAKM01000569	AAKM01000569
gb|AAKM01000025	AAKM01000025
gb|AAKM01000971	AAKM01000971
gb|AAKM01000970	AAKM01000970
gb|AAKM01000975	AAKM01000975
gb|AAKM01000974	AAKM01000974
gb|AAKM01000973	AAKM01000973
gb|AAKM01000026	AAKM01000026
gb|AAKM01000972	AAKM01000972
gb|AAKM01000979	AAKM01000979
gb|AAKM01000978	AAKM01000978
gb|AAKM01000977	AAKM01000977
gb|AAKM01000976	AAKM01000976
gb|AAKM01000515	AAKM01000515
gb|AAKM01000514	AAKM01000514
gb|AAKM01000517	AAKM01000517
gb|AAKM01000516	AAKM01000516
gb|AAKM01001139	AAKM01001139
gb|AAKM01000511	AAKM01000511
gb|AAKM01000510	AAKM01000510
gb|AAKM01001137	AAKM01001137
gb|AAKM01000513	AAKM01000513
gb|AAKM01001138	AAKM01001138
gb|AAKM01000512	AAKM01000512
gb|AAKM01001135	AAKM01001135
gb|AAKM01000908	AAKM01000908
gb|AAKM01001136	AAKM01001136
gb|AAKM01000907	AAKM01000907
gb|AAKM01001133	AAKM01001133
gb|AAKM01001134	AAKM01001134
gb|AAKM01000909	AAKM01000909
gb|AAKM01001131	AAKM01001131
gb|AAKM01000904	AAKM01000904
gb|AAKM01001132	AAKM01001132
gb|AAKM01000903	AAKM01000903
gb|AAKM01000906	AAKM01000906
gb|AAKM01001130	AAKM01001130
gb|AAKM01000905	AAKM01000905
gb|AAKM01000900	AAKM01000900
gb|AAKM01000901	AAKM01000901
gb|AAKM01000902	AAKM01000902
gb|AAKM01000518	AAKM01000518
gb|AAKM01000519	AAKM01000519
gb|AAKM01000506	AAKM01000506
gb|AAKM01000505	AAKM01000505
gb|AAKM01000504	AAKM01000504
gb|AAKM01000503	AAKM01000503
gb|AAKM01001148	AAKM01001148
gb|AAKM01000502	AAKM01000502
gb|AAKM01001149	AAKM01001149
gb|AAKM01000501	AAKM01000501
gb|AAKM01000500	AAKM01000500
gb|AAKM01001144	AAKM01001144
gb|AAKM01001145	AAKM01001145
gb|AAKM01001146	AAKM01001146
gb|AAKM01000919	AAKM01000919
gb|AAKM01001147	AAKM01001147
gb|AAKM01000918	AAKM01000918
gb|AAKM01001140	AAKM01001140
gb|AAKM01000917	AAKM01000917
gb|AAKM01001141	AAKM01001141
gb|AAKM01000916	AAKM01000916
gb|AAKM01001142	AAKM01001142
gb|AAKM01000915	AAKM01000915
gb|AAKM01001143	AAKM01001143
gb|AAKM01000914	AAKM01000914
gb|AAKM01000912	AAKM01000912
gb|AAKM01000913	AAKM01000913
gb|AAKM01001150	AAKM01001150
gb|AAKM01000910	AAKM01000910
gb|AAKM01000911	AAKM01000911
gb|AAKM01000509	AAKM01000509
gb|AAKM01000507	AAKM01000507
gb|AAKM01000508	AAKM01000508
gb|AAKM01001117	AAKM01001117
gb|AAKM01000533	AAKM01000533
gb|AAKM01001118	AAKM01001118
gb|AAKM01000532	AAKM01000532
gb|AAKM01001115	AAKM01001115
gb|AAKM01000535	AAKM01000535
gb|AAKM01001116	AAKM01001116
gb|AAKM01000534	AAKM01000534
gb|AAKM01000537	AAKM01000537
gb|AAKM01000536	AAKM01000536
gb|AAKM01001119	AAKM01001119
gb|AAKM01000539	AAKM01000539
gb|AAKM01000538	AAKM01000538
gb|AAKM01000926	AAKM01000926
gb|AAKM01001110	AAKM01001110
gb|AAKM01000925	AAKM01000925
gb|AAKM01000928	AAKM01000928
gb|AAKM01000927	AAKM01000927
gb|AAKM01001113	AAKM01001113
gb|AAKM01001114	AAKM01001114
gb|AAKM01000929	AAKM01000929
gb|AAKM01001111	AAKM01001111
gb|AAKM01000531	AAKM01000531
gb|AAKM01001112	AAKM01001112
gb|AAKM01000530	AAKM01000530
gb|AAKM01000920	AAKM01000920
gb|AAKM01000921	AAKM01000921
gb|AAKM01000922	AAKM01000922
gb|AAKM01000923	AAKM01000923
gb|AAKM01000924	AAKM01000924
gb|AAKM01001126	AAKM01001126
gb|AAKM01000524	AAKM01000524
gb|AAKM01001127	AAKM01001127
gb|AAKM01000523	AAKM01000523
gb|AAKM01001128	AAKM01001128
gb|AAKM01000522	AAKM01000522
gb|AAKM01001129	AAKM01001129
gb|AAKM01000521	AAKM01000521
gb|AAKM01000528	AAKM01000528
gb|AAKM01000527	AAKM01000527
gb|AAKM01000526	AAKM01000526
gb|AAKM01000525	AAKM01000525
gb|AAKM01000939	AAKM01000939
gb|AAKM01000938	AAKM01000938
gb|AAKM01001120	AAKM01001120
gb|AAKM01000937	AAKM01000937
gb|AAKM01001121	AAKM01001121
gb|AAKM01000936	AAKM01000936
gb|AAKM01001122	AAKM01001122
gb|AAKM01000520	AAKM01000520
gb|AAKM01001123	AAKM01001123
gb|AAKM01001124	AAKM01001124
gb|AAKM01001125	AAKM01001125
gb|AAKM01000930	AAKM01000930
gb|AAKM01000931	AAKM01000931
gb|AAKM01000934	AAKM01000934
gb|AAKM01000935	AAKM01000935
gb|AAKM01000932	AAKM01000932
gb|AAKM01000933	AAKM01000933
gb|AAKM01000529	AAKM01000529
gb|AAKM01001584	AAKM01001584
gb|AAKM01001585	AAKM01001585
gb|AAKM01001586	AAKM01001586
gb|AAKM01001587	AAKM01001587
gb|AAKM01001580	AAKM01001580
gb|AAKM01001581	AAKM01001581
gb|AAKM01001582	AAKM01001582
gb|AAKM01001583	AAKM01001583
gb|AAKM01001180	AAKM01001180
gb|AAKM01001181	AAKM01001181
gb|AAKM01001182	AAKM01001182
gb|AAKM01001183	AAKM01001183
gb|AAKM01001588	AAKM01001588
gb|AAKM01001589	AAKM01001589
gb|AAKM01001178	AAKM01001178
gb|AAKM01001177	AAKM01001177
gb|AAKM01001179	AAKM01001179
gb|AAKM01001174	AAKM01001174
gb|AAKM01001173	AAKM01001173
gb|AAKM01001176	AAKM01001176
gb|AAKM01001175	AAKM01001175
gb|AAKM01001590	AAKM01001590
gb|AAKM01001575	AAKM01001575
gb|AAKM01001576	AAKM01001576
gb|AAKM01001573	AAKM01001573
gb|AAKM01001574	AAKM01001574
gb|AAKM01001571	AAKM01001571
gb|AAKM01001572	AAKM01001572
gb|AAKM01001570	AAKM01001570
gb|AAKM01001193	AAKM01001193
gb|AAKM01001194	AAKM01001194
gb|AAKM01001191	AAKM01001191
gb|AAKM01001192	AAKM01001192
gb|AAKM01001579	AAKM01001579
gb|AAKM01001190	AAKM01001190
gb|AAKM01001577	AAKM01001577
gb|AAKM01001578	AAKM01001578
gb|AAKM01001189	AAKM01001189
gb|AAKM01001188	AAKM01001188
gb|AAKM01001187	AAKM01001187
gb|AAKM01001186	AAKM01001186
gb|AAKM01001185	AAKM01001185
gb|AAKM01001184	AAKM01001184
gb|AAKM01001560	AAKM01001560
gb|AAKM01001561	AAKM01001561
gb|AAKM01001562	AAKM01001562
gb|AAKM01001563	AAKM01001563
gb|AAKM01001564	AAKM01001564
gb|AAKM01001565	AAKM01001565
gb|AAKM01001566	AAKM01001566
gb|AAKM01001567	AAKM01001567
gb|AAKM01001568	AAKM01001568
gb|AAKM01001569	AAKM01001569
gb|AAKM01001160	AAKM01001160
gb|AAKM01001161	AAKM01001161
gb|AAKM01001152	AAKM01001152
gb|AAKM01001151	AAKM01001151
gb|AAKM01001154	AAKM01001154
gb|AAKM01001153	AAKM01001153
gb|AAKM01001156	AAKM01001156
gb|AAKM01001155	AAKM01001155
gb|AAKM01001158	AAKM01001158
gb|AAKM01001157	AAKM01001157
gb|AAKM01001159	AAKM01001159
gb|AAKM01001550	AAKM01001550
gb|AAKM01001553	AAKM01001553
gb|AAKM01001554	AAKM01001554
gb|AAKM01001551	AAKM01001551
gb|AAKM01001552	AAKM01001552
gb|AAKM01001557	AAKM01001557
gb|AAKM01001558	AAKM01001558
gb|AAKM01001555	AAKM01001555
gb|AAKM01001556	AAKM01001556
gb|AAKM01001171	AAKM01001171
gb|AAKM01001172	AAKM01001172
gb|AAKM01001559	AAKM01001559
gb|AAKM01001170	AAKM01001170
gb|AAKM01001165	AAKM01001165
gb|AAKM01001164	AAKM01001164
gb|AAKM01001163	AAKM01001163
gb|AAKM01001162	AAKM01001162
gb|AAKM01001169	AAKM01001169
gb|AAKM01001168	AAKM01001168
gb|AAKM01001167	AAKM01001167
gb|AAKM01001166	AAKM01001166
gb|AAKM01000989	AAKM01000989
gb|AAKM01000987	AAKM01000987
gb|AAKM01000988	AAKM01000988
gb|AAKM01000985	AAKM01000985
gb|AAKM01000986	AAKM01000986
gb|AAKM01000983	AAKM01000983
gb|AAKM01000984	AAKM01000984
gb|AAKM01000981	AAKM01000981
gb|AAKM01000982	AAKM01000982
gb|AAKM01000099	AAKM01000099
gb|AAKM01000980	AAKM01000980
gb|AAKM01000097	AAKM01000097
gb|AAKM01000098	AAKM01000098
gb|AAKM01000095	AAKM01000095
gb|AAKM01000096	AAKM01000096
gb|AAKM01000998	AAKM01000998
gb|AAKM01000999	AAKM01000999
gb|AAKM01000994	AAKM01000994
gb|AAKM01000995	AAKM01000995
gb|AAKM01000996	AAKM01000996
gb|AAKM01000997	AAKM01000997
gb|AAKM01000088	AAKM01000088
gb|AAKM01000990	AAKM01000990
gb|AAKM01000089	AAKM01000089
gb|AAKM01000991	AAKM01000991
gb|AAKM01000992	AAKM01000992
gb|AAKM01000993	AAKM01000993
gb|AAKM01000085	AAKM01000085
gb|AAKM01000086	AAKM01000086
gb|AAKM01000087	AAKM01000087
gb|AAKM01000092	AAKM01000092
gb|AAKM01000091	AAKM01000091
gb|AAKM01000094	AAKM01000094
gb|AAKM01000093	AAKM01000093
gb|AAKM01000090	AAKM01000090
gb|AAKM01000075	AAKM01000075
gb|AAKM01000076	AAKM01000076
gb|AAKM01000073	AAKM01000073
gb|AAKM01000074	AAKM01000074
gb|AAKM01000079	AAKM01000079
gb|AAKM01000077	AAKM01000077
gb|AAKM01000078	AAKM01000078
gb|AAKM01000083	AAKM01000083
gb|AAKM01000082	AAKM01000082
gb|AAKM01000081	AAKM01000081
gb|AAKM01000080	AAKM01000080
gb|AAKM01001195	AAKM01001195
gb|AAKM01001196	AAKM01001196
gb|AAKM01001197	AAKM01001197
gb|AAKM01001198	AAKM01001198
gb|AAKM01001199	AAKM01001199
gb|AAKM01001599	AAKM01001599
gb|AAKM01001594	AAKM01001594
gb|AAKM01000062	AAKM01000062
gb|AAKM01001593	AAKM01001593
gb|AAKM01000063	AAKM01000063
gb|AAKM01001592	AAKM01001592
gb|AAKM01000064	AAKM01000064
gb|AAKM01001591	AAKM01001591
gb|AAKM01000065	AAKM01000065
gb|AAKM01001598	AAKM01001598
gb|AAKM01000066	AAKM01000066
gb|AAKM01001597	AAKM01001597
gb|AAKM01000067	AAKM01000067
gb|AAKM01001596	AAKM01001596
gb|AAKM01000068	AAKM01000068
gb|AAKM01001595	AAKM01001595
gb|AAKM01000069	AAKM01000069
gb|AAKM01000070	AAKM01000070
gb|AAKM01000072	AAKM01000072
gb|AAKM01001718	AAKM01001718
gb|AAKM01001717	AAKM01001717
gb|AAKM01001719	AAKM01001719
gb|AAKM01001713	AAKM01001713
gb|AAKM01001714	AAKM01001714
gb|AAKM01001715	AAKM01001715
gb|AAKM01001716	AAKM01001716
gb|AAKM01001710	AAKM01001710
gb|AAKM01001711	AAKM01001711
gb|AAKM01001712	AAKM01001712
gb|AAKM01001729	AAKM01001729
gb|AAKM01001728	AAKM01001728
gb|AAKM01001726	AAKM01001726
gb|AAKM01001727	AAKM01001727
gb|AAKM01001724	AAKM01001724
gb|AAKM01001725	AAKM01001725
gb|AAKM01001722	AAKM01001722
gb|AAKM01001723	AAKM01001723
gb|AAKM01001720	AAKM01001720
gb|AAKM01001721	AAKM01001721
gb|AAKM01002680	AAKM01002680
gb|AAKM01002681	AAKM01002681
gb|AAKM01002682	AAKM01002682
gb|AAKM01002683	AAKM01002683
gb|AAKM01002684	AAKM01002684
gb|AAKM01002685	AAKM01002685
gb|AAKM01002686	AAKM01002686
gb|AAKM01002687	AAKM01002687
gb|AAKM01002688	AAKM01002688
gb|AAKM01001739	AAKM01001739
gb|AAKM01002689	AAKM01002689
gb|AAKM01001731	AAKM01001731
gb|AAKM01002296	AAKM01002296
gb|AAKM01001732	AAKM01001732
gb|AAKM01002295	AAKM01002295
gb|AAKM01001733	AAKM01001733
gb|AAKM01002298	AAKM01002298
gb|AAKM01001734	AAKM01001734
gb|AAKM01002297	AAKM01002297
gb|AAKM01001735	AAKM01001735
gb|AAKM01001736	AAKM01001736
gb|AAKM01002299	AAKM01002299
gb|AAKM01001737	AAKM01001737
gb|AAKM01001738	AAKM01001738
gb|AAKM01002690	AAKM01002690
gb|AAKM01001730	AAKM01001730
gb|AAKM01002693	AAKM01002693
gb|AAKM01002694	AAKM01002694
gb|AAKM01002691	AAKM01002691
gb|AAKM01002692	AAKM01002692
gb|AAKM01002697	AAKM01002697
gb|AAKM01002698	AAKM01002698
gb|AAKM01002695	AAKM01002695
gb|AAKM01002696	AAKM01002696
gb|AAKM01002290	AAKM01002290
gb|AAKM01002699	AAKM01002699
gb|AAKM01002293	AAKM01002293
gb|AAKM01002294	AAKM01002294
gb|AAKM01002291	AAKM01002291
gb|AAKM01002292	AAKM01002292
gb|AAKM01001744	AAKM01001744
gb|AAKM01002287	AAKM01002287
gb|AAKM01001745	AAKM01001745
gb|AAKM01002286	AAKM01002286
gb|AAKM01001742	AAKM01001742
gb|AAKM01002285	AAKM01002285
gb|AAKM01001743	AAKM01001743
gb|AAKM01002284	AAKM01002284
gb|AAKM01001748	AAKM01001748
gb|AAKM01001749	AAKM01001749
gb|AAKM01001746	AAKM01001746
gb|AAKM01002289	AAKM01002289
gb|AAKM01001747	AAKM01001747
gb|AAKM01002288	AAKM01002288
gb|AAKM01001740	AAKM01001740
gb|AAKM01001741	AAKM01001741
gb|AAKM01002281	AAKM01002281
gb|AAKM01002280	AAKM01002280
gb|AAKM01002283	AAKM01002283
gb|AAKM01002282	AAKM01002282
gb|AAKM01002667	AAKM01002667
gb|AAKM01002666	AAKM01002666
gb|AAKM01002669	AAKM01002669
gb|AAKM01002668	AAKM01002668
gb|AAKM01002663	AAKM01002663
gb|AAKM01002662	AAKM01002662
gb|AAKM01002665	AAKM01002665
gb|AAKM01002664	AAKM01002664
gb|AAKM01002661	AAKM01002661
gb|AAKM01002660	AAKM01002660
gb|AAKM01001750	AAKM01001750
gb|AAKM01001752	AAKM01001752
gb|AAKM01001751	AAKM01001751
gb|AAKM01001758	AAKM01001758
gb|AAKM01002277	AAKM01002277
gb|AAKM01001757	AAKM01001757
gb|AAKM01002278	AAKM01002278
gb|AAKM01002279	AAKM01002279
gb|AAKM01001759	AAKM01001759
gb|AAKM01001754	AAKM01001754
gb|AAKM01002273	AAKM01002273
gb|AAKM01001753	AAKM01001753
gb|AAKM01002274	AAKM01002274
gb|AAKM01001756	AAKM01001756
gb|AAKM01002275	AAKM01002275
gb|AAKM01001755	AAKM01001755
gb|AAKM01002276	AAKM01002276
gb|AAKM01002272	AAKM01002272
gb|AAKM01002271	AAKM01002271
gb|AAKM01002270	AAKM01002270
gb|AAKM01002679	AAKM01002679
gb|AAKM01002678	AAKM01002678
gb|AAKM01002677	AAKM01002677
gb|AAKM01002676	AAKM01002676
gb|AAKM01002675	AAKM01002675
gb|AAKM01002674	AAKM01002674
gb|AAKM01002673	AAKM01002673
gb|AAKM01002672	AAKM01002672
gb|AAKM01002671	AAKM01002671
gb|AAKM01002670	AAKM01002670
gb|AAKM01001763	AAKM01001763
gb|AAKM01001762	AAKM01001762
gb|AAKM01001761	AAKM01001761
gb|AAKM01001760	AAKM01001760
gb|AAKM01002268	AAKM01002268
gb|AAKM01002269	AAKM01002269
gb|AAKM01001769	AAKM01001769
gb|AAKM01002266	AAKM01002266
gb|AAKM01001768	AAKM01001768
gb|AAKM01002267	AAKM01002267
gb|AAKM01001767	AAKM01001767
gb|AAKM01002264	AAKM01002264
gb|AAKM01001766	AAKM01001766
gb|AAKM01002265	AAKM01002265
gb|AAKM01001765	AAKM01001765
gb|AAKM01002262	AAKM01002262
gb|AAKM01001764	AAKM01001764
gb|AAKM01002263	AAKM01002263
gb|AAKM01002645	AAKM01002645
gb|AAKM01002644	AAKM01002644
gb|AAKM01002647	AAKM01002647
gb|AAKM01002646	AAKM01002646
gb|AAKM01002649	AAKM01002649
gb|AAKM01002648	AAKM01002648
gb|AAKM01002261	AAKM01002261
gb|AAKM01002260	AAKM01002260
gb|AAKM01002641	AAKM01002641
gb|AAKM01002640	AAKM01002640
gb|AAKM01002643	AAKM01002643
gb|AAKM01002642	AAKM01002642
gb|AAKM01002259	AAKM01002259
gb|AAKM01001770	AAKM01001770
gb|AAKM01001772	AAKM01001772
